No,Title,Author,Journal,Vol,No,Pages,Published_Year
2146,片麻痺患者向けブーツ型短下肢装具の開発,"田中 麻由梨, 和多田 雅哉, 山田 睦雄",生体医工学,54Annual,27PM-Abstract,S244,2016
2147,高速カメラと高速応答ディスプレイを用いたサッケード追尾可能な中心暗点シミュレータ,"辻野 嵩皓, 秋田 純一, 塚田 章",生体医工学,54Annual,27PM-Abstract,S243,2016
2148,Kinect v2を用いたヒトの微妙変化センシング,"来海 公哉, 岡田 志麻",生体医工学,54Annual,27PM-Abstract,S242,2016
2149,脳波を用いた指連動/非連動屈曲動作の識別,"生野 琢郎, 永井 翠",生体医工学,54Annual,27PM-Abstract,S241,2016
2150,ロボットとのインタラクションを利用した独居高齢者のための見守りシステム,"安達 慧, 大須賀 美恵子",生体医工学,54Annual,27PM-Abstract,S240,2016
2151,心虚血・再灌流研究におけるマイクロダイアリシス法の有用性,秋山 剛,生体医工学,54Annual,26AM-Abstract,S24,2016
2152,車いす推進時の上肢運動評価のための慣性センサによるストローク情報計測に関する基礎検討,"宮崎 滉大, 渡邉 高志, Symonds Andrew, Holloway Catherine, 鈴木 立人",生体医工学,54Annual,27PM-Abstract,S239,2016
2153,座圧分布を用いた電動車いす制御用インタフェースの開発,"大原 浩暉, 堀 潤一",生体医工学,54Annual,27PM-Abstract,S238,2016
2154,位相同期解析を用いた足圧中心移動課題時の立位バランス評価,"池ノ上 陽菜, 鵜川 成美, 齊藤 直, 新関 久一",生体医工学,54Annual,27PM-Abstract,S237,2016
2155,軽度体位変換で装着可能なスリングシートの開発,"熊谷 真延, 金 主賢, 米田 良子, 石澤 剛士, 金川 豊, 中島 一樹",生体医工学,54Annual,27PM-Abstract,S236,2016
2156,高周波超音波画像装置による真皮構造アセスメントのためのファントムの作成と評価,"松本 勝, 大貝 和裕, 青木 未来, 井内 映美, 小林 正和, 臺 美佐子, 須釜 淳子",生体医工学,54Annual,27PM-Abstract,S235,2016
2157,超小型発汗計による精神性発汗の測定と評価,"大貝 和裕, 福岡 正和, 北村 敬一郎, 打出 喜義, 根本 鉄",生体医工学,54Annual,27PM-Abstract,S234,2016
2158,ダイナミック造影MRIを用いた腫瘍における循環動態の簡易定量法の検討,"生駒 洋子, 小畠 隆行, 立花 泰彦, 尾松 徳彦, 岸本 理和, 野宮 琢磨, 辻 比呂志",生体医工学,54Annual,27PM-Abstract,S233,2016
2159,光吸光度測定に基づく血液回路内凝固の非侵襲検出方法,"坂元 英雄, 山内 忍, 本橋 由香, 佐藤 敏夫, 阿岸 鉄三",生体医工学,54Annual,27PM-Abstract,S232,2016
2160,血液透析用17G留置針の実血流量確保を目的とした側孔の最適化設定の試み,"田口 友樹, 山内 忍, 本橋 由香, 佐藤 敏夫, 阿岸 鉄三",生体医工学,54Annual,27PM-Abstract,S231,2016
2161,小腸ペースメーカモデルにおける結合パラメータに関する感度分析,高 英聖,生体医工学,54Annual,27PM-Abstract,S230,2016
2162,マウスの不安様行動における内側前頭前野の役割を脳内微小透析法で探る,"斎藤 顕宜, 鈴木 聡史, 早田 暁伸, 赤木 希衣, 山田 美佐, 岡 淳一郎, 山田 光彦",生体医工学,54Annual,26AM-Abstract,S23,2016
2163,電子聴診器の録音による腸蠕動音の音源推定法,"松岡 史倫, 榎本 崇宏, 岡久 稔也, アビラトナ ウダンダ, 芥川 正武, 小中 信典, 木内 陽介, 曽我部 正弘",生体医工学,54Annual,27PM-Abstract,S229,2016
2164,ICU重篤患者モニタリングのための腸音発生因果解析法の提案,"大木 英俊, 阪田 治, 鈴木 裕, 松田 兼一, 後藤 順子, 針井 則一",生体医工学,54Annual,27PM-Abstract,S228,2016
2165,電気インピーダンスによる腸壁機能評価に関する基礎的研究,"芥川 正武, 矢野 佑樹, 畑山 翔, 下畑 隆明, 榎本 崇宏, 高橋 章, 小中 信典, 木内 陽介",生体医工学,54Annual,27PM-Abstract,S227,2016
2166,凍結加温手術装置における温度サイクル性能の評価,"高橋 大志, 田口 洋介, 相田 武則",生体医工学,54Annual,27PM-Abstract,S226,2016
2167,相互情報量を用いた運動時の心拍呼吸リズム間カップリング解析,"白田 優介, 鵜川 成美, 齊藤 直, 新関 久一",生体医工学,54Annual,27PM-Abstract,S225,2016
2168,ハイパーサーミアのためのワイヤレス温度計測技術を用いた自動定温加熱制御システムの開発,"松田 瑛生, 安藝 史崇, トンタット ロイ, 齊藤 元, 水戸部 一孝",生体医工学,54Annual,27PM-Abstract,S224,2016
2169,界面沈降速度を用いた赤血球凝集度測定,"花田 洋輔, 渡邊 祥, 須永 涼, 佐藤 隆幸",生体医工学,54Annual,27PM-Abstract,S223,2016
2170,Fam64aは低酸素によって誘導される哺乳類胎児心筋細胞の増殖に必須である,"橋本 謙, 本田 威, 花島 章, 氏原 嘉洋, 毛利 聡",生体医工学,54Annual,27PM-Abstract,S222,2016
2171,動的アドミタンスシミュレータを用いた胸部電気的アドミタンス式心拍出量計測装置の校正法の提案,"李 知炯, 松村 健太, 山越 健弘, 柿本 眞徳, 山越 康弘, 山越 憲一",生体医工学,54Annual,27PM-Abstract,S221,2016
2172,全身循環シミュレーションを用いた下肢の末梢血管抵抗変化時の上肢血圧の検討,"赤間 祐介, 萱沼 大, 矢内 紫織, 平山 貢大, 大島 まり, 菅原 基昭, 仁木 清美",生体医工学,54Annual,27PM-Abstract,S220,2016
2173,運動器マルチスケール機能・病理モデリング,"佐藤 嘉伸, 大竹 義人, 横田 太, 神谷 直希, 藤田 広志, 高尾 正樹, 菅野 伸彦, 山田 恵, 犬塚 貴, 田中 利恵, 真田 茂",生体医工学,54Annual,26AM-Abstract,S22,2016
2174,スマートフォン式光電容積脈波での血管弾性測定を目指した加速度脈波パラメータb/a比の基礎的検討,"大崎 拓也, 中間 悠介, 李 知炯, 松村 健太, 太田 雅規, 山越 健弘",生体医工学,54Annual,27PM-Abstract,S219,2016
2175,高周波心電図を用いた個人識別における時間周波数解析手法による特徴抽出,"河口 暁大, 京相 雅樹",生体医工学,54Annual,27PM-Abstract,S218,2016
2176,心拍変動の高周波及び低周波成分の振幅変調にみられる長時間相関とその解釈,"三木 裕貴, 鈴木 康之, 野村 泰伸, 渡邉 英一, 早野 順一郎, 山本 義春, 清野 健",生体医工学,54Annual,27PM-Abstract,S217,2016
2177,顔映像から取得した脈波の局所的な脈波伝播解析の試み,"山田 佑也, 田中 明, 杉田 典大, 吉澤 誠",生体医工学,54Annual,27PM-Abstract,S216,2016
2178,多点光センサを用いた血流異常モニタリングデバイスの開発,"榎本 慎太郎, 顧 剣, 富岡 容子, 金子 明子, 光嶋 勲, 吉村 浩太郎, 染谷 隆夫, 関野 正樹",生体医工学,54Annual,27PM-Abstract,S215,2016
2179,心筋ストレインレート計測のための相関窓の実効位置を用いた推定法,"鏑木 かおり, 長谷川 英之",生体医工学,54Annual,27PM-Abstract,S214,2016
2180,心血管モデルを用いたWave-intensityの検討,"萱沼 大, 赤間 祐介, 竹下 和慶, 大竹 裕志, 菅原 基晃, 仁木 清美",生体医工学,54Annual,27PM-Abstract,S213,2016
2181,光路に重複のある3つの光電容積脈波波形から得られる生理指標の内部一貫性,"松村 健太, 清水 孝一, ロルフ ピーター, 柿本 眞徳, 山越 健弘",生体医工学,54Annual,27PM-Abstract,S212,2016
2182,細胞シートの足場とするカーボンナノチューブの基礎的検討,"山下 諒祐, 渡辺 寛輝, 脇田 諭, 森 晃, 和多田 雅哉, 筒井 千尋, 平田 孝道",生体医工学,54Annual,27PM-Abstract,S211,2016
2183,バイオハイブリッドロボット創成に向けた3次元筋細胞凝集体の灌流培養,"杉原 惇嗣, 秋山 佳丈",生体医工学,54Annual,27PM-Abstract,S210,2016
2184,呼吸器マルチスケール機能・病理モデリング,"仁木 登, 河田 佳樹, 鈴木 秀宜, 木戸 尚治, 平野 靖",生体医工学,54Annual,26AM-Abstract,S21,2016
2185,負荷様式による等尺性収縮筋力の違い,"比嘉 昌, 田路 秀樹",生体医工学,54Annual,27PM-Abstract,S209,2016
2186,心不全進行過程におけるNa+/Ca2+交換体の強制発現が心筋細胞の微細構造に及ぼす影響,"氏原 嘉洋, 橋本 謙, 成瀬 恵治, 毛利 聡, 片野坂 友紀",生体医工学,54Annual,27PM-Abstract,S208,2016
2187,システム同定法を用いたペダリング運動1サイクルにおける外側広筋の弾性の推定,"斉藤 海仁, 内山 孝憲",生体医工学,54Annual,27PM-Abstract,S207,2016
2188,筋音・筋電信号を用いたリカンベントバイク・ペダリング時の骨格筋収縮評価,"福原 真一, 藤長 武士, 渡辺 彰吾, 岡 久雄",生体医工学,54Annual,27PM-Abstract,S206,2016
2189,なぞり動作時の指接触領域の荷重中心位置変化,"細田 椋平, 黒田 嘉宏, 吉元 俊輔, 大城 理",生体医工学,54Annual,27PM-Abstract,S205,2016
2190,二層物体における多層硬軟感閾値,"伊藤 彰矩, 山岸 隼, 三宅 仁",生体医工学,54Annual,27PM-Abstract,S204,2016
2191,やわらかなマルチチャンネル触覚センサの開発,"筒井 博司, 山根 尚慎, 林 昌弘, 萩原 稜",生体医工学,54Annual,27PM-Abstract,S203,2016
2192,髄鞘化に伴う神経系発達の評価に向けた培養後根神経節細胞の活動伝搬計測,"酒井 洸児, 榛葉 健太, 小谷 潔, 神保 泰彦",生体医工学,54Annual,27PM-Abstract,S202,2016
2193,生体外における三次元神経ネットワーク構築を可能とする細胞描画技術,"宮田 昌悟, 品川 卓哉",生体医工学,54Annual,27PM-Abstract,S201,2016
2194,電子回路CPGモデルにおける四肢歩容とエネルギーの関係についての分析,"笹川 成輝, 小宅 智史, 前田 義信",生体医工学,54Annual,27PM-Abstract,S200,2016
2195,消化器マルチスケール機能・病理モデリング,"本谷 秀堅, 清水 昭伸, 小林 直輝, 庄野 逸, 岩本 千佳, 大内田 研宙, 橋爪 誠, 小林 英津子",生体医工学,54Annual,26AM-Abstract,S20,2016
2196,生命を吹き込む医工学と生命を届ける医工学,中村 真人,生体医工学,54Annual,26AM-Abstract,S2,2016
2197,MRI用非磁性装置を用いた下肢運動に関わる脳活動の評価,"豊村 暁, 横澤 宏一, 下條 暁司, 藤井 哲之進, 栗城 眞也",生体医工学,54Annual,27PM-Abstract,S199,2016
2198,マルチセット正準相関分析による定常的視覚誘発電位の周波数と位相の識別,"末房 佳小里, 森川 直樹, 田中 聡久",生体医工学,54Annual,27PM-Abstract,S198,2016
2199,P300を用いた起床直後の脳機能の評価,"黒津 明日大, 岡田 志麻",生体医工学,54Annual,27PM-Abstract,S197,2016
2200,軟骨伝導を利用した乳幼児用イヤホンの開発,"中川 誠司, 今田 俊明, 細井 裕司, Meltzoff Andrew N, Kuhl Patricia K",生体医工学,54Annual,27PM-Abstract,S196,2016
2201,オクターブ錯聴における錯聴・非/不完全錯聴のfMRIによる検討,"倉崎 大樹, 沼尾 亮祐, 根本 幾, 田中 慶太, 栗城 眞也",生体医工学,54Annual,27PM-Abstract,S195,2016
2202,NIRSを用いた言語認知の定量評価指標の検討,"朝野 美穂, 南部 雅幸, 吉田 正樹, 川原 靖弘",生体医工学,54Annual,27PM-Abstract,S194,2016
2203,低酸素脳症モデルラットの作製及び評価の検討,"渡邊 寛輝, 脇田 諭, 山下 諒祐, 森 晃, 筒井 千尋, 平田 孝道",生体医工学,54Annual,27PM-Abstract,S193,2016
2204,微細加工基板を用いた細胞核の機械的変形・拘束が細胞機能に与える影響の検討,"長山 和亮, 佐川 千秋",生体医工学,54Annual,27PM-Abstract,S192,2016
2205,経皮エネルギー伝送用コイルのインダクタンスが電力伝送に与える影響,"村上 遥, 齋藤 逸朗, 阿部 祐輔",生体医工学,54Annual,27PM-Abstract,S191,2016
2206,コイルの非対称性が経皮的エネルギー伝送システムに与える影響についての検討,"斎藤 逸郎, 村上 遥, 磯山 隆, 阿部 裕輔",生体医工学,54Annual,27PM-Abstract,S190,2016
2207,腫瘍マルチスケール時空間モデリング,"森 健策, 小田 昌宏, 中村 彰太, 三澤 一成, 安藤 正海, 市原 周, 西澤 典彦",生体医工学,54Annual,26AM-Abstract,S19,2016
2208,コモンモード電流を考慮した空心偏平型経皮電力伝送システムの効率測定―1 MHzの理論値と実測値の比較―,"加我 正, 柴 建次",生体医工学,54Annual,27PM-Abstract,S189,2016
2209,補助人工心臓用小型体外結合型経皮電力伝送システム―15W伝送時の伝導性妨害波測定―,"柴 建次, 豊田 裕史",生体医工学,54Annual,27PM-Abstract,S188,2016
2210,人工心臓のインフローサッキング検出センサー開発のための基礎研究,"羽合 佳範, 原 伸太郎, 斎藤 逸郎, 圦本 晃海, 太田 英伸, 磯山 隆, 阿部 裕輔",生体医工学,54Annual,27PM-Abstract,S187,2016
2211,光センサーアレイを用いた連続的血流異常モニタリングシステムの開発,"顧 剣, 榎本 慎太郎, 富岡 容子, 金子 明子, 光嶋 勲, 吉村 浩太郎, 斎藤 逸郎, 染谷 隆夫, 関野 正樹",生体医工学,54Annual,27PM-Abstract,S186,2016
2212,補助人工心臓駆動時のポンプパラメータを利用した拍動及び心機能の推定,"幡谷 原太, 田中 明, 吉澤 誠, 白石 泰之, 三浦 英和, 山家 智之",生体医工学,54Annual,27PM-Abstract,S185,2016
2213,Split-beltトレッドミルにおける脳卒中片麻痺患者の歩行調節,"佐藤 浩司, 山本 紳一郎, 河島 則天",生体医工学,54Annual,27PM-Abstract,S184,2016
2214,健側補助を導入した脳卒中患者を対象とするブレーキで力覚を提示する上肢リハビリ装置PLEMOの研究開発,"古荘 純次, 新井 宇宙, 筒井 信介, 薩摩 裕香",生体医工学,54Annual,27PM-Abstract,S183,2016
2215,慣性センサによる3次元運動計測の精度評価のための座標系設定法の検討,"塩谷 真帆, 渡邉 高志",生体医工学,54Annual,27PM-Abstract,S182,2016
2216,加速度センサを用いた歩行計測によるリハビリテーションプロセスの評価,"島 正典, 岡田 志麻",生体医工学,54Annual,27PM-Abstract,S181,2016
2217,前腕への電気刺激が痛みと動作に及ぼす影響,"木谷 悠希, 岡田 志麻",生体医工学,54Annual,27PM-Abstract,S180,2016
2218,一生涯マルチスケール時空間モデリング,"清水 昭伸, 高桑 徹也, 山田 重人, 長谷川 巖, 稲井 邦博",生体医工学,54Annual,26AM-Abstract,S18,2016
2219,立位姿勢調節を最適化する重心動揺リアルタイムフィードバック装置の開発,河島 則天,生体医工学,54Annual,27PM-Abstract,S179,2016
2220,Kinectとプロジェクタを利用した運動支援プログラムの試作,"鈴木 真, 河村 剛光, 青木 和浩",生体医工学,54Annual,27PM-Abstract,S178,2016
2221,活動量計を用いた中高年者の活動範囲評価システムの開発,"山下 知子, 山下 和彦, 清水 裕子, 宮川 市郎, 井野 秀一, 山田 憲嗣, 大野 ゆう子",生体医工学,54Annual,27PM-Abstract,S177,2016
2222,麻酔下ラット運動負荷モデルによる心不全の運動時呼吸異常の再現,"西崎 晶子, 宮本 忠吉, 朔 啓太, 遠山 岳詩, 坂本 隆史, 岸 拓弥, 砂川 賢二",生体医工学,54Annual,27PM-Abstract,S176,2016
2223,中枢呼吸化学受容器反射は動脈圧受容器反射のリセッティングを介して交感神経活動を修飾する,"朔 啓太, 坂本 隆史, 遠山 岳詩, 西川 拓也, 岸 拓弥, 砂川 賢二",生体医工学,54Annual,27PM-Abstract,S175,2016
2224,ヒトにおける呼吸調節のシステム解析とその応用,"宮本 忠吉, 上田 真也, 河合 英理子, 中原 英博",生体医工学,54Annual,27PM-Abstract,S174,2016
2225,圧反射平衡線図を用いた心不全における交感神経性血圧調節の理解,"川田 徹, 杉町 勝",生体医工学,54Annual,27PM-Abstract,S173,2016
2226,細胞機能制御タンパク質を提示した新規細胞外マトリックスの構築,三重 正和,生体医工学,54Annual,27PM-Abstract,S172,2016
2227,骨の配向性解析と、配向化を促す骨インプラント,"石本 卓也, 中野 貴由",生体医工学,54Annual,27PM-Abstract,S171,2016
2228,キトサン-シロキサン複合体を用いた神経組織再生への試み,"城﨑 由紀, 早川 聡, 尾坂 明義, ロペス マリア, サントス ジョゼ, マウリシオ アナ, ジェウナ ステファーノ",生体医工学,54Annual,27PM-Abstract,S170,2016
2229,胸腹部大動脈人工血管置換術用手術ナビゲーションシステム開発とユーザビリティの向上,"植松 美幸, 青見 茂之, 山崎 健二, 岩﨑 清隆, 中岡 竜介, 新見 伸吾, 鈴木 孝司, 村垣 善浩, 伊関 洋",生体医工学,54Annual,26AM-Abstract,S17,2016
2230,紫外光励起活性酸素曝露による高分子材料の表面改質効果の検証,"細谷 和輝, 渡邊 亮太, 大家 渓, 岩森 暁",生体医工学,54Annual,27PM-Abstract,S169,2016
2231,細胞用多機能センサの実現に向けたpHセンサと温度センサの開発,"高宮 伸太郎, 金子 大樹, 八十田 穰, 佐々木 海渡, 槌谷 和義",生体医工学,54Annual,27PM-Abstract,S168,2016
2232,細胞シート技術を用いたヒト立体心筋組織構築のための灌流可能な血管網導入デバイスの開発,"坂口 勝久, 清水 達也, 松浦 勝久, 大和 雅之, 梅津 光生, 岡野 光夫",生体医工学,54Annual,27PM-Abstract,S167,2016
2233,ガスブローIH窒化処理により表面窒化したTi-6Al-4V合金の細胞適合性評価,"岩永 健太郎, 太田 俊平, 宮田 昌悟, 小茂鳥 潤",生体医工学,54Annual,27PM-Abstract,S166,2016
2234,空洞を有するバイオデバイス作製のためのマイクロゼラチンファイバーの作製,"田中 龍一郎, 新井 隆史, 上原 嘉宏, 坂口 勝久, 梅津 信二郎",生体医工学,54Annual,27PM-Abstract,S165,2016
2235,体外灌流臓器におけるMRI拡散強調画像を用いた微少灌流解析,"森 光一, 寺口 博也, 小倉 亮介, 中村 真人, 野口 京",生体医工学,54Annual,27AM-Abstract,S163,2016
2236,エレクトロスピニングファイバーの被覆化による小口径脱細胞化血管の補強,"木村 剛, 呉 平麗, 中村 奈緒子, 森田 裕子, 藤里 俊哉, 岸田 晶夫",生体医工学,54Annual,27AM-Abstract,S162,2016
2237,二系統流路を有する密閉型三次元細胞培養システムの開発,"外處 侑, アブドゥル　ラヒン　ヌル シュハダー, 野口 展士, 松永 章弘, 志村 まり, 荒船 龍彦, 本間 章彦",生体医工学,54Annual,27AM-Abstract,S161,2016
2238,足場素材の弾性が調整可能な細胞培養装置の開発,"三浦 恒, 柳橋 隆全, 馮 忠剛, 小沢田 正, 佐藤 大介, 中村 孝夫, 梅津 光生",生体医工学,54Annual,27AM-Abstract,S160,2016
2239,埋込型能動式抵抗変動デバイスの試作評価用Fontan循環静脈系シミュレーションモデルの開発設計,"池田 純平, 白石 泰之, 山田 昭博, 坪子 侑佑, 平 恭紀, 鈴木 拓志, 井上 雄介, 本間 大, 山岸 正明, 山家 智之",生体医工学,54Annual,26AM-Abstract,S16,2016
2240,細胞に対する撃力刺激負荷システムの開発,"芦葉 裕, 中川 桂一, 塚本 哲, 小林 英津子, 佐久間 一郎",生体医工学,54Annual,27AM-Abstract,S159,2016
2241,細胞懸濁液を安定吐出するための新規インクジェットヘッド,"中澤 聡, 高木 大輔, 倉持 譲, 松本 貴彦, 増子 龍也, 瀬尾 学, 打方 佳郎, 松崎 典弥, 明石 満",生体医工学,54Annual,27AM-Abstract,S158,2016
2242,細胞の増殖に与える超音波振動の影響,"日野 遥, 中島 広瑛",生体医工学,54Annual,27AM-Abstract,S157,2016
2243,酸素プラズマ処理による細胞の接着及び増殖速度変化の検討,"石原 瑞希, 野口 展士, 大越 康晴, 荒船 龍彦, 山路 舞香, 鈴木 章泰, 本間 章彦",生体医工学,54Annual,27AM-Abstract,S156,2016
2244,マイクロパターンが単一細胞の挙動に与える影響,"杉本 大己, 日野 遥",生体医工学,54Annual,27AM-Abstract,S155,2016
2245,電気的体液移動計測の研究,"松下 和生, 渡辺 晃也, 横山 萌恵, 石井 豊恵, 木戸 倫子, 山田 憲嗣, 大野 ゆう子, 長倉 俊明",生体医工学,54Annual,27AM-Abstract,S154,2016
2246,ジャパン・バイオデザイン・プログラム：日本におけるこれからの医療機器デザイン,八木 雅和,生体医工学,54Annual,27AM-Abstract,S153,2016
2247,Japan Biodesignへの産業界の期待 ～産業人材育成の観点から～,山本 一喜,生体医工学,54Annual,27AM-Abstract,S152,2016
2248,ジャパン・バイオデザイン・プログラム：フェローシッププログラムの実際,大森 初夏,生体医工学,54Annual,27AM-Abstract,S151,2016
2249,シリコン・バレーを使って患者へ届く製品化・事業化を目指すJapan Biodesign,前田 祐二郎,生体医工学,54Annual,27AM-Abstract,S150,2016
2250,３Ｄプリンタを用いて作製した回転式血液ポンプのポンプ特性評価,"西田 正浩, 根岸 匠, 迫田 大輔, 小阪 亮, 丸山 修, 百武 徹, 桑名 克之, 山根 隆志",生体医工学,54Annual,26AM-Abstract,S15,2016
2251,ジャパン・バイオデザイン・プログラム：日本型エコシステム構築に貢献するための戦略的な組織構築,中川 敦寛,生体医工学,54Annual,27AM-Abstract,S149,2016
2252,細胞シート貼付けのための円形断面バルーン機構,"多田隈 建二郎, 高根 英里, 田中 信行, 原口 裕次, 長谷川 明之, 清水 達也, 大和 雅之, 岡野 光夫",生体医工学,54Annual,27AM-Abstract,S148,2016
2253,ロボット技術を応用した手術機器の最適化設計,"高山 俊男, 小俣 透",生体医工学,54Annual,27AM-Abstract,S147,2016
2254,空気圧サーボ制御を用いた低侵襲外科手術支援ロボット,川嶋 健嗣,生体医工学,54Annual,27AM-Abstract,S146,2016
2255,ヒト静止立位姿勢の神経制御と神経疾患によるその変容,"鈴木 康之, 野村 泰伸",生体医工学,54Annual,27AM-Abstract,S145,2016
2256,心拍変動ダイナミクスに基づく心血管疾患の予後予測,清野 健,生体医工学,54Annual,27AM-Abstract,S144,2016
2257,自発的身体活動の強縦断データによる双極性障害の連続病態把握と病相遷移予測,中村 亨,生体医工学,54Annual,27AM-Abstract,S143,2016
2258,動的ネットワークバイオマーカーによる未病検出,合原 一幸,生体医工学,54Annual,27AM-Abstract,S142,2016
2259,データ科学の時代の健康リスク制御,"山本 義春, 中村 亨",生体医工学,54Annual,27AM-Abstract,S141,2016
2260,機械学習で挑む精神症状臨床重症度の定量化の試み,岸本 泰士郎,生体医工学,54Annual,27AM-Abstract,S140,2016
2261,小児用携帯型軸流血液ポンプの開発,"山根 隆志, 足立 秀昭, 黒田 祐輔, 小森 優衣, 赤尾 栄塁, 道脇 昭, 東 健, 丸山 修, 村上 新",生体医工学,54Annual,26AM-Abstract,S14,2016
2262,メタボローム解析による大うつ病性障害血液マーカーの発見と検査技術の開発,大橋 由明,生体医工学,54Annual,27AM-Abstract,S139,2016
2263,抑うつ症状の鑑別診断用光イメージング脳機能測定装置,大橋 三男,生体医工学,54Annual,27AM-Abstract,S138,2016
2264,脳科学を応用したうつ病の革新的診断法・治療法開発に向けて,山脇 成人,生体医工学,54Annual,27AM-Abstract,S137,2016
2265,In vivo イメージングを目指した小分子可視化プローブの開発と応用：近赤外蛍光プローブ及びMRIプローブ,花岡 健二郎,生体医工学,54Annual,27AM-Abstract,S136,2016
2266,高圧力顕微鏡法による細胞構造コントロール,西山 雅祥,生体医工学,54Annual,27AM-Abstract,S135,2016
2267,放射性核種封入リポソームを用いたがん選択的画像診断およびセラノスティックス,梅田 泉,生体医工学,54Annual,27AM-Abstract,S134,2016
2268,微小気泡と超音波エネルギーを融合したセラノスティクスの構築,"鈴木 亮, 小田 雄介, ウンガ ヨハン, 小俣 大樹, 根岸 洋一, 丸山 一雄",生体医工学,54Annual,27AM-Abstract,S133,2016
2269,中長期体外型、磁気浮上遠心式補助人工心臓の実用化に向けた展開,髙谷 節雄,生体医工学,54Annual,27AM-Abstract,S132,2016
2270,保健医療福祉分野公開鍵基盤電子認証局の改良,"山田 恒夫, 矢野 喜代子",生体医工学,54Annual,26PM-Abstract,S131,2016
2271,RFIDタグ付き手術器械の情報取得システムの開発,"楠田 佳緒, 山下 和彦, 黒川 悟, 飴谷 充隆, 本田 宏, 小美野 勝, 田中 聖人, 大久保 憲, 太田 裕治",生体医工学,54Annual,26PM-Abstract,S130,2016
2272,Cole-Cole解析を用いた体外循環における血栓検出手法の提案,"菊地 大輔, グエン フユン, アチュタ サプコタ, 丸山 修, 武居 昌宏",生体医工学,54Annual,26AM-Abstract,S13,2016
2273,医療機器と病院情報システムを接続する試み,"江指 未紗, 中野 友裕, 岩尾 友秀, 浦西 友樹, 岡本 和也, 加藤 源太, 齊藤 永, 田村 寛, 野間 春生, 黒田 知宏",生体医工学,54Annual,26PM-Abstract,S129,2016
2274,無意識型ヘルスケアモニターシステムを用いた脊髄損傷患者体調管理法の基礎的検討,"本井 幸介, 坂井 宏旭, 江原 喜人, 松本 正幸, 角南 慶佑, 山越 康弘, 松村 健太, 芝 啓一郎, 田中 直登, 山越 憲一",生体医工学,54Annual,26PM-Abstract,S128,2016
2275,食品画像2枚同時提示による好み比較評価時の視線停留における拡散的探索と特定的探索,"田中 元志, 大須賀 智洋, 新山 喜嗣",生体医工学,54Annual,26PM-Abstract,S127,2016
2276,簡易型腰部負担軽減具の下肢紐のデザインに関する考察,今戸 啓二,生体医工学,54Annual,26PM-Abstract,S126,2016
2277,介護用オムツの尿吸収量評価を目指した静電容量変化検出方法に関する研究,"紺野 秀士郎, 金 主賢, 中島 一樹",生体医工学,54Annual,26PM-Abstract,S125,2016
2278,吸熱反応型局所冷却による針穿刺痛低減法の研究,苗村 潔,生体医工学,54Annual,26PM-Abstract,S124,2016
2279,機械学習を用いた臨床ビッグデータに基づく人工関節置換膝動態予測,"小橋 昌司, 諸岡 孝俊, 奥野 真起子, 森本 雅和, 吉矢 晋一, 相河 聡",生体医工学,54Annual,26PM-Abstract,S123,2016
2280,骨格筋の低周波パルス波刺激によるNa/Kポンプβ1サブユニットmRNAレベルの増加,"宮本 怜於奈, 速水 啓介, 丹野 福士, 武蔵 健裕, 清水 希功",生体医工学,54Annual,26PM-Abstract,S122,2016
2281,電気刺激による筋芽細胞の移動への影響,"高橋 優輔, 野田 健太, 武田 友和, 橋本 成広",生体医工学,54Annual,26PM-Abstract,S121,2016
2282,マイクロパターンが培養細胞の配向に与える影響,"杉本 健太, 高橋 優輔, 橋本 成広",生体医工学,54Annual,26PM-Abstract,S120,2016
2283,In situで急速にゲル化する生体吸収性マテリアルのニーズと材料設計について,"柚木 俊二, 成田 武文, 大藪 淑美, 浦岡 俊夫",生体医工学,54Annual,26AM-Abstract,S12,2016
2284,情報管理のためのRFID tagを埋入した人工膝関節ポリエチレンインサートの開発,"鈴木 昌彦, 皆川 大, 稲川 大介, 中村 順一, 植月 啓太, 酒井 均",生体医工学,54Annual,26PM-Abstract,S119,2016
2285,乳房再建術における術前術後形状の定量化に関する研究,"中野 祐樹, 野口 展士, 鈴木 孝司, 千葉 慎二, 鷲尾 利克, 清水 大輔, 矢野 智之, 荒船 龍彦, 本間 章彦",生体医工学,54Annual,26PM-Abstract,S118,2016
2286,四次元筋骨格モデルを用いた嚥下時の舌骨運動の逆動力学解析,"道脇 幸博, 菊地 貴博, 村越 温子, 橋本 卓弥, 小池 卓二",生体医工学,54Annual,26PM-Abstract,S117,2016
2287,患者への負担軽減を目指した整形外科手術における脚部止血装置の開発,"柿沼 祐貴, 武井 裕輔, 三井 和幸, 前田 浩行, 岩瀬 秀明, 金子 和夫, 前田 睦浩, 寺阪 澄孝, 下大川 丈晴",生体医工学,54Annual,26PM-Abstract,S116,2016
2288,外反母趾足のTMT関節の可動性と変形の程度との相関 ～荷重位CTと3次元解析システムを用いて～,"木村 正, 窪田 誠, 田口 哲也, 鈴木 直樹, 服部 麻木, 丸毛 啓史",生体医工学,54Annual,26PM-Abstract,S115,2016
2289,手首形状の電気機械計測に基づく指運動の推定,"川口 純輝, 吉元 俊輔, 黒田 嘉宏, 大城 理",生体医工学,54Annual,26PM-Abstract,S114,2016
